_	PRON VERB DET ADJ NOUN PART ADV SCONJ PUNCT ADP CCONJ AUX NUM PROPN SYM INTJ _
http://lllreptile.com/store/catalog/reptile-supplies/uvb-fluorescent-lights-mercury-vapor-bulbs/-/zoo-med-24-repti-sun-100-fluorescent-bulb/	X
feeder	NOUN
dragons	NOUN
hunters	NOUN
turkistan	NOUN
dubia	NOUN
guides	NOUN
http://herp-info.webs.com/beardeddragon.htm	X
http://www.beardeddragon.org/articles/caresheet/?page=1	X
atleast	ADV
shady	ADJ PROPN
ventilation	NOUN
oven	NOUN
lizards	NOUN
lizard	NOUN
disgrace	NOUN
sheesh	INTJ
thermometer	NOUN
processed	VERB ADJ
leafy	NOUN ADJ
kale	NOUN
spinach	NOUN
finch	NOUN
quietest	ADJ
zebra	NOUN
finches	NOUN
chirping	VERB
chirp	VERB
tamed	VERB
touched	VERB
adorable	ADJ
eaiser	ADJ
beak	NOUN
stripes	NOUN
stripe	NOUN
fo	ADP
stipes	NOUN
stipe	NOUN
balding	VERB ADJ
cere	NOUN
pink	ADJ
hahahaahh	INTJ
millet	NOUN
screem	VERB
harming	VERB
ot	PART
sholder	NOUN
!!!!!!!!!!!!!!!	PUNCT
friendlier	ADJ
20s	NOUN
crazier	ADJ
shirtsleeves	NOUN
shirtsleeve	NOUN
sunglasses	NOUN
sunglass	NOUN
woollies	NOUN
woolly	NOUN ADJ
driest	ADJ
continental	ADJ PROPN
seasons	NOUN
basic­ally	ADV
–	PUNCT ADP SYM NOUN
festivities	NOUN
festivity	NOUN
freezing	NOUN VERB ADJ
brutal	ADJ
thinnest	ADJ
paradoxically	ADV
grey	ADJ NOUN VERB
sheeting	VERB
warms	VERB
footwear	NOUN
umbrella	NOUN
scotsman	PROPN
connolly	PROPN
changeable	ADJ
hemisphere	NOUN
moher	PROPN
dingle	PROPN
jackets	NOUN
bbq	NOUN
onwards	ADV
shorten	VERB
wetter	ADJ
windier	ADJ
colder	ADJ
frosts	NOUN
frost	NOUN VERB
killifish	NOUN
whitish	ADJ
colourful	ADJ
uncut	ADJ
daphnia	NOUN
lipids	NOUN
lipid	NOUN
sexing	VERB
aplocheilus	PROPN
lineatus	PROPN NOUN
spawning	VERB NOUN
killies	NOUN
killy	NOUN
rinsed	VERB
rinse	VERB
vial	NOUN
bobber	NOUN
non-crumbly	ADJ
styrofoam	NOUN PROPN
incubating	VERB
incubate	VERB
tray	NOUN
seasoned	ADJ VERB
planted	VERB
defrosted	VERB
defrost	VERB
nourishing	ADJ
separating	VERB
judged	VERB
dings	NOUN
ding	NOUN VERB INTJ
incubation	NOUN
chlorine	NOUN
choramine	NOUN
chlorination	NOUN
microscopic	ADJ
jar	NOUN
sate	VERB
snacks	NOUN
killie	NOUN
snails	NOUN
snail	NOUN
aplo.	NOUN
chemistries	NOUN
hardness	NOUN
tds	NOUN
solids	NOUN
winging	VERB
ppm	NOUN
5.8	NUM
10.6	NUM
dh	NOUN PROPN
gardneri	NOUN
gardnerus	NOUN
meters	NOUN
thrifty	ADJ
aquarist	NOUN
magnesium	NOUN
sodium	NOUN
chloride	NOUN
chorion	NOUN
yoke	NOUN
embryo	NOUN
suffocate	VERB
fungus	VERB NOUN
acriflaven	PROPN
pipette	NOUN
eyedropper	NOUN
methylene	PROPN
dyed	ADJ
membrane	NOUN
grist	NOUN
yr	NOUN
olds	NOUN
holidaying	NOUN
rejuvenating	ADJ
memorable	ADJ
enjoyable	ADJ
inception	NOUN
thematically	ADV
animated	ADJ PROPN VERB
comforts	NOUN
furnished	VERB
furnish	VERB
decorated	VERB
decorate	VERB
marvelously	ADV
eatables	NOUN
deliciously	ADV
fishes	NOUN
prawns	NOUN
prawn	NOUN
shores	NOUN
imposingly	ADV
amnesties	NOUN
spaciously	ADV
seclusion	NOUN
rejuvenate	VERB
........	PUNCT
mornings	NOUN
magnet	NOUN
magnetic	ADJ
whiteboard	NOUN
walkie	NOUN
talkie	NOUN
navigator	PROPN
lieu	NOUN
chilling	VERB
preschoolers	NOUN
preschooler	NOUN
illustrated	VERB
illustrate	VERB
splash	NOUN VERB
wading	NOUN
spoiled	ADJ VERB
payoff	NOUN
grasped	VERB
ale	NOUN
lemonade	NOUN
preferences	NOUN
beverage	NOUN PROPN
farrier	NOUN
copied	VERB
shoes	VERB NOUN
flirty	ADJ
hugs	VERB NOUN
hug	VERB NOUN
rubbing	VERB
farriers	NOUN
lousy	ADJ
apprenticed	VERB
crumbling	VERB ADJ
crumble	VERB ADJ
groped	VERB
grope	VERB
they're	PRON
belive	VERB
becuse	ADP SCONJ
hoof	NOUN
hottie	NOUN
joby	PROPN
bio	NOUN
30s	NOUN
divorced	ADJ VERB
flirted	VERB
flirt	VERB NOUN
horribly	ADV
underwear	NOUN
mare	NOUN X
ummmm	INTJ
wholes	NOUN
cheeks	NOUN
guss	VERB
knocked	VERB
heartbroken	ADJ
lo9nger	ADV
shitty	ADJ
bloke	NOUN
sub-par	ADJ
flirting	VERB
shoddy	ADJ
epm	NOUN
chalked	VERB
chalk	VERB NOUN
theeth	NOUN
trainers	NOUN
gant	ADJ
topline	NOUN
neurological	ADJ
drags	VERB
atrophied	VERB
atrophy	VERB NOUN
grain	NOUN
chewed	VERB
titer	NOUN
wobblers	NOUN
wobbler	NOUN
chiro	NOUN
acupuncturist	NOUN
arby	PROPN
ornament	NOUN VERB
rideable	ADJ
regimen	NOUN
symptoms	NOUN
symptom	NOUN
starving	VERB
ridden	VERB
colleges	NOUN
acupuncture	NOUN
therapies	NOUN
y!a	PROPN
comprehension	NOUN
comprehend	VERB
heartbreaking	ADJ
shee	PROPN
experimental	ADJ
additive	NOUN ADJ
hauled	VERB
windsor	PROPN
racing	NOUN PROPN VERB ADJ
wintering	VERB
farmers	NOUN
clearing	VERB
opossums	NOUN
opossum	NOUN
trotters	NOUN
trotter	NOUN
coincidence	NOUN
backs	NOUN
gangly	ADJ
tighter	ADJ
msu	PROPN
strongid	PROPN
mosquito	NOUN PROPN
nile	PROPN
repoire	NOUN
fixable	ADJ
poneh	NOUN
remission	NOUN
relapse	NOUN
hundr	VERB
stroke	NOUN VERB
insensitive	ADJ
discourteous	ADJ
!!!!!	PUNCT
greenwalt	PROPN
meds	NOUN
bodytalk	NOUN
undeniable	ADJ
11/7/08	NUM
cj	PROPN
saucey	PROPN
aztec	PROPN
ants	NOUN
ant	NOUN X
compassion	NOUN
testament	NOUN PROPN
operators	PROPN NOUN
chennai	PROPN
barrett	PROPN
unturned	ADJ
warmed	VERB
kb	PROPN NOUN
kobey	PROPN
coats	NOUN
lftd	PROPN
kindergarten	NOUN
infant	NOUN
rang	VERB
srd	PROPN
scot	PROPN
whisky	PROPN NOUN
crosse	PROPN
coworkers	NOUN
coworker	NOUN
<3	VERB
faris	PROPN
crim	PROPN
squeege	PROPN
edmark	PROPN
larson	PROPN
rover	PROPN
tints	NOUN PROPN
tint	NOUN
tintman	PROPN
ltd	PROPN
deliverd	VERB
helpers	NOUN
helper	NOUN
excellant	ADJ
decking	NOUN
salespeople	NOUN
dupont	PROPN
1?!?!?	PUNCT
flyers	NOUN PROPN
unbeatable	ADJ
architectural	ADJ PROPN
wallen	PROPN
accomdating	ADJ
accommodating	ADJ VERB
stainless	PROPN
cathy	PROPN
******	PUNCT
tots	PROPN
postive	ADJ
tastings	NOUN
dusty	ADJ
quiktrip	PROPN
palatine	PROPN
shave	NOUN VERB
salons	NOUN
barbershops	NOUN
barbershop	NOUN
baffled	VERB
baffle	VERB
ambiance	NOUN
décor	NOUN
scrumptious	ADJ
banana	NOUN
c'm	VERB
adorn	PROPN VERB
refreshment	NOUN
debi	PROPN
chineese	ADJ
wok	NOUN
chefs	NOUN
tomipilates	PROPN
refurb	NOUN
pjc	PROPN
personalized	VERB
personalize	VERB
angels	NOUN PROPN
haves	VERB
sstaff	NOUN
staffs	NOUN
daytime	NOUN ADJ
te	DET PROPN PRON
hellada	PROPN
marek	PROPN
dzida	PROPN
personaly	ADV
burnt	ADJ VERB
westfield	PROPN
rt	PROPN
????	PUNCT
compares	VERB
ikea	PROPN
com	NOUN X PROPN
qwest	PROPN
http://www.speedtest.net/result/1155244347.png	X
129	NUM
popcorn	NOUN
yam	NOUN PROPN
sweets	NOUN
organised	ADJ VERB
nivine	PROPN
eastgardens	PROPN
colored	VERB ADJ
fabolous	ADJ
mcclelland	PROPN
reigon	NOUN
delicous	ADJ
impeccable	ADJ
refold	VERB
l'espalier	PROPN
budge	VERB
tires	NOUN
tasks	NOUN
-s	PART
discounted	VERB ADJ
-ll	AUX
ballet	NOUN
dancewear	NOUN
instep	PROPN
extraordinarily	ADV
crust	PROPN NOUN
btwn	ADP
inquires	NOUN
sunroom	NOUN
patio	PROPN NOUN
workmanship	NOUN
pennysaver	PROPN
stuffs	NOUN
spongy	ADJ
microwaved	VERB
heartless	ADJ
salsa	NOUN
grills	VERB
tucson	PROPN
toothache	NOUN
obina	PROPN
olbina	PROPN
crowns	NOUN
crown	NOUN PROPN VERB
fernandina	PROPN
dentistry	PROPN NOUN
512	NUM
downloading	NOUN
chester	PROPN
re-schedule	VERB
rcommended	VERB
bees	NOUN
bee	NOUN
wasp	NOUN
environmentally	ADV
spraying	NOUN
pesticides	NOUN
pesticide	NOUN
condos	NOUN
vancouver	PROPN
accomodating	ADJ
watson	PROPN
alpharetta	PROPN
sourced	VERB
fabulously	ADV
petit	PROPN
shallac	NOUN
pedicures	NOUN
rendy	PROPN
caffe	PROPN
bella	PROPN ADJ
italia	PROPN
delectable	ADJ
antipasto	NOUN
misto	NOUN
spaghetti	NOUN
alla	NOUN
barese	NOUN
parmigiana	NOUN
gelato	NOUN
watering	VERB ADJ
lava	NOUN
sandy	PROPN ADJ
sharayu	PROPN
hopless	ADJ
tenth	NOUN ADJ
pl	INTJ
hcc	PROPN
shaky	ADJ
superintendant	NOUN
superintendent	NOUN
retracted	VERB
retract	VERB
golfers	NOUN
golfer	NOUN
physiotherapists	NOUN
physiotherapist	NOUN
kusal	PROPN
goonewardena	PROPN
physios	NOUN
physio	NOUN
osteos	NOUN
osteo	NOUN
chiros	NOUN
vigor	PROPN
flavorful	ADJ
groomed	VERB
uneven	ADJ
evened	VERB
bull	NOUN
fights	NOUN
http://en.wikipedia.org/wiki/bullfighting	X
bullfights	NOUN
bullfight	NOUN
smashed	ADJ VERB
bac	NOUN
>=	SYM
.15	NUM
nurses	NOUN
nurse	NOUN VERB
reball	NOUN
brainer	NOUN
dingy	ADJ
salads	NOUN
fixeded	VERB
thumpstar	PROPN
wase	AUX
anywere	NOUN
thaks	NOUN
reccommend	VERB
panes	NOUN
pane	NOUN
min	NOUN
hairstyling	NOUN
tends	VERB
shannon	PROPN
bodyworker	NOUN
boothbay	PROPN
junk	NOUN
re-wiring	NOUN
bonafide	PROPN
printer	NOUN
joule	PROPN
printing	NOUN PROPN VERB
paperback	PROPN NOUN
sonic	PROPN
palces	NOUN
insulted	VERB
maids	PROPN NOUN
sercvice	NOUN
maid	NOUN
princess	NOUN
antique	ADJ NOUN
fixtures	NOUN
showroom	NOUN
collections	NOUN
chandeliers	NOUN
antiques	NOUN
restoration	NOUN
rocked	VERB
wontons	NOUN
wonton	NOUN
moo	NOUN
shu	NOUN
neptune	PROPN
wavy	ADJ
dong	PROPN
slimy	ADJ
tasteless	ADJ
languages	NOUN PROPN
disappointment	NOUN
iowa	PROPN
asparagus	NOUN
seared	VERB
sear	VERB
desserts	NOUN
renovation	NOUN
dustin	PROPN
feverishly	ADV
rhino	PROPN NOUN
grizzly	PROPN
salesman	NOUN
peachstate	PROPN
powersports	PROPN
lagrange	PROPN
levi	PROPN
nigel	PROPN
nidd	PROPN
drawings	NOUN
drawing	NOUN VERB
730	NUM
rangoon	NOUN
tofu	NOUN
cabbage	NOUN
satay	NOUN
bea	PROPN
californian	PROPN
esp.	ADV
mole	NOUN
soup	NOUN PROPN
guacamole	NOUN
margaritas	NOUN
queso	NOUN
watery	ADJ
morelias	NOUN
vomited	VERB
skylight	NOUN
bateman	PROPN
inspected	VERB
inspect	VERB
entie	ADJ
hailstorm	NOUN
rental	NOUN ADJ
telugu	PROPN
groceries	NOUN
raina	PROPN
un-ruly	ADJ
kumon	PROPN
heebee	NOUN
gee	NOUN
bees'	NOUN
pictured	VERB
catalogue	NOUN
fitness	PROPN NOUN
dare	VERB
addicting	ADJ
over-rated	ADJ
enchladas	NOUN
chili	NOUN PROPN
hormel	PROPN
relleno	NOUN
tempura	PROPN NOUN
.....................	PUNCT
8.25	NUM
cesar	PROPN
gracie	PROPN
ufc	PROPN
jiu	NOUN
jitsu	NOUN
rosa	PROPN
ncfa	PROPN
teaches	VERB
www.norcalfightingalliance.com	X
dealerships	NOUN
absoulutely	ADV
comfty	ADJ
toda	NOUN
reccomend	VERB
anna	PROPN
govind	PROPN
honda	PROPN
salesperson	NOUN PROPN
drives	NOUN VERB
cuisine	NOUN
cajunish	ADJ
eulogic	PROPN
mussels	NOUN
mussel	NOUN
belgian	ADJ
apartments	PROPN NOUN
refreshing	VERB
refresh	VERB
meadowrun	PROPN
tiffany	PROPN NOUN
reachable	ADJ
clubhouse	NOUN
snows	NOUN
surley	ADJ
surly	ADJ
bakers	NOUN
baking	NOUN VERB
deck	NOUN
youngstown	PROPN
operated	VERB
apps	NOUN
app	NOUN
07	NUM
salmon	NOUN
re-interviewed	VERB
re-interview	VERB
dependable	ADJ
puppies	NOUN
temperment	NOUN
silverware	NOUN
que	NOUN
napkins	NOUN
buys	ADJ VERB
chao	PROPN
gentel	ADJ
molesters	NOUN
molester	NOUN
reviewers	NOUN
reviewer	NOUN
updo	NOUN
aswered	VERB
chelan	PROPN
nowheresville	PROPN
litttle	ADJ
pretense	NOUN
selections	NOUN
boutique	NOUN
onesie	NOUN
goose	PROPN NOUN
boutiques	NOUN
consistantly	ADV
distain	NOUN
disdain	NOUN VERB
unresolved	ADJ
farcical	ADJ
vigilant	ADJ
ipanema	PROPN
richmond	PROPN
nondescript	ADJ
fraiser	PROPN
honka	PROPN
evergreen	PROPN
furnishings	NOUN PROPN
accessories	NOUN
accessory	NOUN
durability	NOUN
hats	NOUN PROPN
saddened	VERB
sadden	VERB
tolerating	VERB
accented	ADJ
costumes	NOUN
costume	NOUN VERB
flips	VERB NOUN
compeltly	ADV
dissatisfied	ADJ
meanest	ADJ
supercuts	PROPN
bk	PROPN
regreted	VERB
branford	PROPN
rudely	ADV
disgusting	ADJ
napa	PROPN
unpleasantly	ADV
svce	NOUN
subpar	ADJ
wines	NOUN
phenomenal	ADJ
humour	NOUN
calmness	NOUN
amazes	VERB
exceeds	VERB
horrendous	ADJ
daycare	NOUN
lopsided	ADJ
thicker	ADJ
slices	NOUN
!!!.	PUNCT
utter	ADJ VERB
answetred	VERB
hesitations	NOUN
hesitation	NOUN
repaired	VERB
temecula	PROPN
rails	NOUN
professionally	ADV
hooptie	NOUN
sticker	NOUN
kwik	PROPN
kar	PROPN
fairchild	PROPN
prudential	PROPN ADJ
steamboat	PROPN NOUN
realty	PROPN
yampa	PROPN
par	ADJ NOUN
freshly	ADV
bake	VERB NOUN
riddled	ADJ
clerk	NOUN
giggled	VERB
giggle	VERB
lovin'	NOUN
aesthetics	PROPN
kueck	PROPN
talley	PROPN
methodical	ADJ ADV
passion	NOUN PROPN
orginals	NOUN
roofing	NOUN PROPN
omfg	INTJ
reaaaally	ADV
realy	ADV
stoner	NOUN
mysterys	NOUN
crepe	NOUN
crepes	PROPN
mulberry	PROPN NOUN
valet	NOUN
marriott	PROPN
wessex	PROPN
sussman	PROPN
kia	PROPN
squeezed	VERB
earthhhhhhh	PROPN
eatting	VERB
++++	SYM
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	PUNCT
juno	PROPN
!!!!!!!!!!!!!!	PUNCT
homo	NOUN
soups	NOUN
bustling	ADJ VERB
seated	VERB
collingswood	PROPN
amore	PROPN
arancini	NOUN
riso	NOUN
risotto	NOUN
fritters	NOUN
fritter	NOUN
saltimboca	NOUN
saltimbocca	NOUN
mousse	NOUN
towing	PROPN NOUN
mechanics	NOUN
wholeheartedly	ADV
duct	PROPN NOUN
accomplishing	VERB
solana	PROPN
benedict	NOUN
landmark	NOUN
jug	NOUN
builders	PROPN NOUN
nj	PROPN
builder	NOUN
jersey	PROPN NOUN
vibe	NOUN
alta	PROPN
moda	PROPN
wildwood	PROPN
vacations	NOUN
layout	NOUN
scordia	PROPN
sicily	PROPN
mudo	PROPN
familia	NOUN
italiano	PROPN
sicilian	ADJ
luv	NOUN
eternally	ADV
kennels	NOUN
kennel	NOUN
mrs	PROPN NOUN
closs	PROPN
nissan	PROPN
dealship	NOUN
triage	NOUN
seeker	NOUN
seekers	NOUN
uw	PROPN
immense	ADJ
sewage	NOUN
backpacks	NOUN
backpack	NOUN
cowboy	NOUN
tacoma	PROPN
jolla	PROPN
residential	ADJ
cookbook	NOUN
fot	ADP
oblivion	PROPN NOUN
fps	NOUN
wedges	NOUN
wedge	NOUN VERB
wantons	NOUN
mongolian	ADJ
liquidweb.com	X
liquidweb	PROPN
hino	PROPN
dandenong	PROPN
pma	PROPN
brendan	PROPN
flashy	ADJ
stacked	VERB
stack	VERB NOUN
garnishes	NOUN
garnish	NOUN VERB
exquisite	ADJ
vetri	PROPN
pasta	NOUN
gnocchi	NOUN
antipasti	NOUN
dined	VERB
washes	NOUN
nicely	ADV
peddle	NOUN VERB
pedal	NOUN
peddles	NOUN
trek	PROPN
curtains	NOUN
rescheduling	VERB
!?!	PUNCT
?!?	PUNCT
balazick	PROPN
aswering	VERB
brokers	NOUN
plugs	NOUN
plug	NOUN
330	NUM
windsheild	NOUN
windshield	NOUN
washer	NOUN
canister	NOUN
clips	NOUN
outback	PROPN
immaculately	ADV
tasteful	ADJ
elegant	ADJ
cuban	ADJ
expertly	ADV
generous	ADJ
ruona	PROPN
saltford	PROPN
endevour	VERB
signage	NOUN
counseling	NOUN PROPN
vera	PROPN
wa.	PROPN
renton	PROPN
approachable	ADJ
nonjudgmental	ADJ
www.veraakulov.com	X
petting	NOUN
laughed	VERB
kissed	VERB
goats	NOUN
lambs	NOUN
lamb	NOUN PROPN
pony's	NOUN
camels	NOUN
camel	NOUN
ostrich	NOUN
gracee	PROPN
punctual	ADJ
wunderbar	PROPN
nonexistent	ADJ
argumentative	ADJ
rudeness	NOUN
unorganized	ADJ
exile	PROPN VERB NOUN
punk	NOUN
mimmy	PROPN
buddakan	PROPN
attracts	VERB
starr	PROPN
carries	VERB
over-priced	ADJ
filler	NOUN
delivers	VERB
varietal	NOUN
sommelier	NOUN
corking	NOUN
landlord	NOUN
buckingham	PROPN
condominiums	PROPN
townhouse	NOUN
exterminator	NOUN
b****	NOUN
turnover	NOUN
approves	VERB
wildernest	PROPN
atop	ADP
decks	NOUN
unparalleled	ADJ
grandeur	NOUN
grazing	VERB NOUN
occasional	ADJ
mingle	VERB
stewart	PROPN
proprietors	NOUN
proprietor	NOUN
epitome	NOUN
junkie	NOUN
lube	NOUN PROPN
jiffy	PROPN NOUN
neon	NOUN
drunkest	ADJ
someon	NOUN
bouncy	ADJ
padded	ADJ VERB
weekday	NOUN
classiest	ADJ
monotony	NOUN
toddler	NOUN
mechaincs	NOUN
ferrari	PROPN
owning	VERB
hiking	VERB NOUN
wenatchee	PROPN
omg	INTJ
waiters	NOUN
worht	ADJ
licking	VERB
bowel	NOUN
phat	ADJ
romatic	ADJ
ristorante	PROPN
truely	ADV
hairstylist	NOUN
utc	PROPN
reffered	VERB
blowdry	NOUN
bat	NOUN PROPN VERB
deffenitly	ADV
trinidadian	ADJ
jamaican	ADJ
patties	NOUN
staples	NOUN
practically	ADV
connoisseur	NOUN
toned	VERB
tone	VERB NOUN
palette	NOUN
majestic	ADJ
astounding	ADJ
mahal	PROPN
vanguard	PROPN
tussey	PROPN
nomenal	ADJ
seperates	VERB
debit	NOUN
mcinnis	PROPN
inconsiderate	ADJ
admitting	VERB
dillards	PROPN
lisenced	ADJ
guided	VERB
baseball	NOUN PROPN
ironic	ADJ
brickell	PROPN
6/4/11	NUM
gustavo	PROPN
guerra	PROPN
braman	PROPN
bramen	PROPN
hassles	NOUN
apostle	PROPN NOUN
parishioners	NOUN
parishioner	NOUN
gus	PROPN
cracked	VERB ADJ
manifold	NOUN
1300	NUM
1500	NUM
unneccesary	ADJ
condescending	ADJ
inexperienced	ADJ
prideful	ADJ
untrue	ADJ
ghassemlou	PROPN
enrolled	VERB
enrol	VERB
adequately	ADV
assuage	VERB
combative	ADJ
fused	VERB
fuse	VERB NOUN
fusions	NOUN
chiropractric	NOUN
barros	PROPN
unbelievably	ADV
cheveux	PROPN
complimented	VERB
quaint	ADJ
mclean	PROPN
endo	PROPN
storefront	NOUN
hostess	NOUN
arguing	VERB
jerks	NOUN
carless	ADJ
neeeeeeeeeverrrr	ADV
funerals	NOUN
outshone	VERB
outshine	VERB
arranged	VERB
superbly	ADV
delicately	ADV
conditioned	VERB
leaky	ADJ
bathrooms	NOUN
cabinets	NOUN
thrashed	VERB
thrash	VERB
slapped	VERB
slap	VERB NOUN
non-smokers	NOUN
non-smoker	NOUN
tenants	NOUN
tenant	NOUN
smokers	NOUN
reeks	VERB
reek	VERB NOUN
cigarette	NOUN
smelling	VERB
sanwiches	NOUN
meatball	NOUN
regulars	NOUN
tgif	PROPN
hotpot	VERB
chrisssake	NOUN
chrissake	NOUN
churchy	ADJ
grandure	NOUN
robe	NOUN
'60s	NOUN
'60	NOUN
aunte	NOUN
kiddies	NOUN
kiddie	NOUN
labyrinth	NOUN
'em	PRON
pagen	ADJ
pagan	ADJ
kc	PROPN
sox	PROPN
phillies	PROPN
chineze	ADJ
sice	SCONJ
woodinville	PROPN
ndi	PROPN
johnette	PROPN
appologized	VERB
skiing	VERB
responsiveness	NOUN
roger	PROPN
speeding	VERB
!!!!!!!!!!!!!!!!!!	PUNCT
raped	VERB
nordstrom	PROPN
designer	NOUN
pushy	ADJ
stain	NOUN VERB ADJ
purse	NOUN VERB
forgetting	VERB
verde	NOUN PROPN
completly	ADV
flavorless	ADJ
orderd	VERB
chimichangas	NOUN
chimichanga	NOUN
jalapeno	NOUN
borritos	NOUN
burrito	NOUN PROPN
quesadillas	NOUN
quesadilla	NOUN
hacienda	PROPN
peas	NOUN
blackened	VERB
blacken	VERB
catfish	NOUN
overcooked	VERB ADJ
overcook	VERB
fidelity	PROPN
leasing	PROPN
whatsoever	ADV ADJ
robbed	VERB
cheated	VERB ADJ
cheat	VERB ADJ
misinform	VERB
misrepresent	VERB
holders	NOUN
misinformation	NOUN
premiums	NOUN
glitch	NOUN
ifa	PROPN
f%#king	ADJ
assh@%$e	NOUN
asshole	NOUN
alignment	NOUN
shopped	VERB
nitrogen	NOUN PROPN
mileage	NOUN
creekside	PROPN
stokes	PROPN VERB
bascom	PROPN
remodel	NOUN VERB
certificates	NOUN
pressured	ADJ
hears	VERB
shark	NOUN
walkway	NOUN
cranmore	PROPN
implant	PROPN NOUN VERB
nelson	PROPN
phobia	NOUN
instantaneously	ADV
underpinned	VERB
underpin	VERB
gillies	PROPN
hehehe	INTJ
trimmer	NOUN
sub-division	NOUN
gatherings	NOUN
anesthetic	NOUN
audacity	NOUN
disposal	NOUN
itemized	VERB
itemize	VERB
peking	PROPN
slipped	VERB
bna	PROPN
pickups	NOUN
pickup	NOUN
parked	VERB
230	NUM
ammount	NOUN
elevated	VERB
elevate	VERB
graduating	VERB
mislabeled	VERB
mislabel	VERB
ukrops	PROPN
mimosas	NOUN
mimosa	NOUN
beds	NOUN
remodeled	VERB
company's	NOUN
remodeling	NOUN
holderness	PROPN
chamberlain	PROPN
sequence	NOUN
jazz	NOUN PROPN
pre-owned	ADJ
leakage	NOUN
175	NUM
slick	ADJ
timings	NOUN
mattered	VERB
perfectionist	NOUN
bj	PROPN
soda	NOUN
ohm	PROPN
sierra	PROPN
curly	ADJ
styled	VERB
relocating	VERB
relocate	VERB
eve	PROPN
nye	PROPN
appetizing	ADJ
intending	VERB
tissues	NOUN
rectified	VERB
rectify	VERB
peeling	VERB ADJ
fusionretail	PROPN
dos	PROPN NOUN
barcoding	NOUN
barcodes	NOUN
barcode	NOUN
queries	NOUN
b&b	NOUN PROPN
paradero	PROPN
disatisfied	ADJ
a&e	PROPN
pre-screened	VERB
pre-screen	VERB
cayuga	PROPN
lewiston	PROPN
cuticles	NOUN
cuticle	NOUN
mins.	NOUN
min.	NOUN
infertility	NOUN
sterile	ADJ
hallway	NOUN
herbs	NOUN
herb	NOUN
cycles	NOUN
croissants	NOUN
croissant	NOUN
stellar	ADJ
nord	PROPN
sacre	PROPN
coeur	PROPN
plaza	PROPN NOUN
lafayette	PROPN
flea	NOUN
hostel	PROPN NOUN
autos	PROPN
gearbox	NOUN
gears	NOUN
recommending	VERB
brewery	PROPN NOUN
sampler	NOUN
ipa	NOUN
brawler	PROPN
stout	PROPN ADJ
esa	NOUN
dogwood	NOUN
guiness	PROPN
smoother	ADJ
abou	ADP
'07	NUM
ford	PROPN
sporadically	ADV
whir	VERB
loudly	ADV
cruze	PROPN
mpg	NOUN
9000	NUM
purchace	VERB
canever	PROPN
grandparents	NOUN
grandparent	NOUN
grandfather	NOUN
silently	ADV
peterson	PROPN
sitcom	NOUN
seinfeld	PROPN
greeter	NOUN
2:25	NUM
karma	NOUN
marginal	ADJ
entertained	ADJ VERB
5.10	NUM
climber	NOUN
routes	NOUN
exhaustion	NOUN
markings	NOUN
outing	NOUN
frustration	NOUN
dj's	NOUN
dj	NOUN
surpassed	VERB
1960's	NOUN
1960'	NOUN
lange	PROPN
sirloin	NOUN
drenched	VERB
drench	VERB
roadhouse	PROPN
ingrown	ADJ
toenail	NOUN
483.00	NUM
reversed	VERB
reverse	VERB NOUN
160.00	NUM
bilked	VERB
bilk	VERB
distorted	VERB ADJ
sheisters	NOUN
shyster	NOUN
mechanicly	ADV
mechanically	ADV
rigged	VERB ADJ
runaround	NOUN
no-one	NOUN
standpoint	NOUN
grimy	ADJ
somethin	NOUN
stationery	NOUN
bethesda	PROPN
papeluna	PROPN
hustle	NOUN
bustle	NOUN VERB
nestled	VERB
nestle	VERB
modell	PROPN
pumpkin	NOUN
latte	NOUN
wrapping	NOUN VERB
invitations	NOUN
yelped	VERB
yelp	VERB PROPN NOUN
craziest	ADJ
ltake	VERB
premier	ADJ VERB PROPN
hut	PROPN NOUN
panera	PROPN
chipotle	PROPN
vcu	PROPN
excels	VERB
rams	PROPN
ncaa	PROPN
carytown	PROPN
continuously	ADV
rave	ADJ VERB NOUN
orr	PROPN
woken	VERB
campsite	NOUN
drunken	ADJ
irate	ADJ
fhs	PROPN
hoods	NOUN
gymnasiums	NOUN
gymnasium	NOUN
ensemble	NOUN
presumably	ADV
ranked	VERB
u.	PROPN
vassar	PROPN
howard	PROPN
mellon	PROPN
rutgers	PROPN
motel	NOUN PROPN
homey	ADJ
colada	NOUN
mmmm	INTJ
plantains	NOUN
plantain	NOUN
mango	NOUN
pastries	NOUN
pastry	NOUN
omelets	NOUN
omelet	NOUN
forsyth	PROPN
appointments	NOUN
dismay	NOUN
rosette	NOUN
hmm	INTJ
canape's	NOUN
canape'	NOUN
amuse	NOUN VERB
nibble	VERB
scallops	NOUN
scallop	NOUN
foie	NOUN X
gras	NOUN X
vegetarians	NOUN
hotter	ADJ
mush	NOUN
4.99	NUM
wednesday's	PROPN
cookies	NOUN
pre-made	VERB
pre-make	VERB
bakeries	NOUN
rectangle	NOUN
fiona	PROPN
texture	NOUN
frosting	NOUN
fluffy	ADJ
craving	NOUN
cravings	NOUN
liau	PROPN
bathing	NOUN ADJ
multiplex	NOUN
bowtie	PROPN
squirrels	PROPN
manged	VERB
preserving	VERB
cellphones	NOUN
cellphone	NOUN
previews	NOUN
theatres	NOUN
